quarter_day,feature,shap_value,updated_at
2023Q2_day9,analyst consensus strength,0.417600686,2026-04-30 38:31:0
2023Q2_day9,analyst bullish ratio,0.275494982,2026-04-30 38:31:0
2023Q2_day10,analyst bearish ratio,-0.471150181,2026-04-30 38:31:0
2023Q2_day10,analyst coverage,-0.296888441,2026-04-30 38:31:0
2023Q2_day10,analyst rating momentum,0.282231356,2026-04-30 38:31:0
2023Q2_day10,analyst positive momentum,-0.294746218,2026-04-30 38:31:0
2023Q2_day10,analyst price target upside,0.10507337,2026-04-30 38:31:0
2023Q2_day10,reaction days,0.26001042,2026-04-30 38:31:0
2023Q2_day10,cortex sentiment,-1.081006673,2026-04-30 38:31:0
2023Q2_day10,earnings surprise pct,0.863225304,2026-04-30 38:31:0
2023Q2_day10,actual eps,-0.000415297,2026-04-30 38:31:0
2023Q2_day10,operating margin,-0.180410293,2026-04-30 38:31:0
2023Q2_day10,guidance surprise pct,0.99186916,2026-04-30 38:31:0
2023Q2_day10,guidance eps,-0.15579624,2026-04-30 38:31:0
2023Q2_day10,china rev yoy,0.132142421,2026-04-30 38:31:0
2023Q2_day10,revenue qoq,-0.00589134,2026-04-30 38:31:0
2023Q2_day10,beta sp500,0.165746986,2026-04-30 38:31:0
2023Q2_day10,beta sp500 it,0.06717424,2026-04-30 38:31:0
2023Q2_day10,beta nasdaq,0.409242129,2026-04-30 38:31:0
2023Q2_day10,cadence return 30d,0.037567351,2026-04-30 38:31:0
2023Q2_day10,siemens return 30d,-0.128821662,2026-04-30 38:31:0
2023Q2_day10,vix,-0.338851248,2026-04-30 38:31:0
2023Q2_day10,vix change 30d,-0.128350985,2026-04-30 38:31:0
2023Q2_day10,high volatility,-0.375569965,2026-04-30 38:31:0
2023Q2_day10,cpi,0.012177507,2026-04-30 38:31:0
2023Q2_day10,unemployment rate,-0.210597506,2026-04-30 38:31:0
2023Q2_day10,analyst sentiment score,-0.897740551,2026-04-30 38:31:0
2023Q2_day10,analyst consensus strength,-0.420781582,2026-04-30 38:31:0
2023Q2_day10,analyst bullish ratio,0.524873023,2026-04-30 38:31:0
2023Q3_day1,analyst bearish ratio,-0.373158971,2026-04-30 38:31:0
2023Q3_day1,analyst coverage,-0.207871559,2026-04-30 38:31:0
2023Q3_day1,analyst rating momentum,-0.21552218,2026-04-30 38:31:0
2023Q3_day1,analyst positive momentum,0.268477313,2026-04-30 38:31:0
2023Q3_day1,analyst price target upside,0.091010064,2026-04-30 38:31:0
2023Q3_day1,reaction days,0.399548415,2026-04-30 38:31:0
2023Q3_day1,cortex sentiment,-0.904094375,2026-04-30 38:31:0
2023Q3_day1,earnings surprise pct,0.967396497,2026-04-30 38:31:0
2023Q3_day1,actual eps,0.298791768,2026-04-30 38:31:0
2023Q3_day1,operating margin,0.643544738,2026-04-30 38:31:0
2023Q3_day1,guidance surprise pct,0.087440949,2026-04-30 38:31:0
2023Q3_day1,guidance eps,0.985892426,2026-04-30 38:31:0
2023Q3_day1,china rev yoy,0.190133064,2026-04-30 38:31:0
2023Q3_day1,revenue qoq,0.124139729,2026-04-30 38:31:0
2023Q3_day1,beta sp500,-0.055586298,2026-04-30 38:31:0
2023Q3_day1,beta sp500 it,-0.03894621,2026-04-30 38:31:0
2023Q3_day1,beta nasdaq,0.013143442,2026-04-30 38:31:0
2023Q3_day1,cadence return 30d,-0.0441006,2026-04-30 38:31:0
2023Q3_day1,siemens return 30d,0.289163735,2026-04-30 38:31:0
2023Q3_day1,vix,0.705261501,2026-04-30 38:31:0
2023Q3_day1,vix change 30d,-0.678745893,2026-04-30 38:31:0
2023Q3_day1,high volatility,-1.08490149,2026-04-30 38:31:0
2023Q3_day1,cpi,-0.026484615,2026-04-30 38:31:0
2023Q3_day1,unemployment rate,0.773912801,2026-04-30 38:31:0
2023Q3_day1,analyst sentiment score,-0.982204741,2026-04-30 38:31:0
2023Q3_day1,analyst consensus strength,0.491735042,2026-04-30 38:31:0
2023Q3_day1,analyst bullish ratio,0.503310244,2026-04-30 38:31:0
2023Q3_day2,analyst bearish ratio,-0.166076473,2026-04-30 38:31:0
2023Q3_day2,analyst coverage,0.170694924,2026-04-30 38:31:0
2023Q3_day2,analyst rating momentum,0.488518987,2026-04-30 38:31:0
2023Q3_day2,analyst positive momentum,-0.113738322,2026-04-30 38:31:0
2023Q3_day2,analyst price target upside,0.109283928,2026-04-30 38:31:0
2023Q3_day2,reaction days,0.033663817,2026-04-30 38:31:0
2023Q3_day2,cortex sentiment,-1.108854038,2026-04-30 38:31:0
2023Q3_day2,earnings surprise pct,0.410433473,2026-04-30 38:31:0
2023Q3_day2,actual eps,0.06563584,2026-04-30 38:31:0
2023Q3_day2,operating margin,0.01022504,2026-04-30 38:31:0
2023Q3_day2,guidance surprise pct,0.338016061,2026-04-30 38:31:0
2023Q3_day2,guidance eps,0.940271547,2026-04-30 38:31:0
2023Q3_day2,china rev yoy,-0.466768694,2026-04-30 38:31:0
2023Q3_day2,revenue qoq,0.09926407,2026-04-30 38:31:0
2023Q3_day2,beta sp500,0.250058688,2026-04-30 38:31:0
2023Q3_day2,beta sp500 it,-0.598120693,2026-04-30 38:31:0
2023Q3_day2,beta nasdaq,0.112216971,2026-04-30 38:31:0
2023Q3_day2,cadence return 30d,0.368300698,2026-04-30 38:31:0
2023Q3_day2,siemens return 30d,-0.362892306,2026-04-30 38:31:0
2023Q3_day2,vix,0.436286193,2026-04-30 38:31:0
2023Q3_day2,vix change 30d,-0.190490495,2026-04-30 38:31:0
2023Q3_day2,high volatility,-0.752505928,2026-04-30 38:31:0
2023Q3_day2,cpi,-0.016730723,2026-04-30 38:31:0
2023Q3_day2,unemployment rate,0.167498074,2026-04-30 38:31:0
2023Q3_day2,analyst sentiment score,-0.454396765,2026-04-30 38:31:0
2023Q3_day2,analyst consensus strength,0.161626798,2026-04-30 38:31:0
2023Q3_day2,analyst bullish ratio,-0.276202078,2026-04-30 38:31:0
2023Q3_day3,analyst bearish ratio,0.050808247,2026-04-30 38:31:0
2023Q3_day3,analyst coverage,-0.424114349,2026-04-30 38:31:0
2023Q3_day3,analyst rating momentum,-0.033367818,2026-04-30 38:31:0
2023Q3_day3,analyst positive momentum,-0.271172292,2026-04-30 38:31:0
2023Q3_day3,analyst price target upside,0.002894011,2026-04-30 38:31:0
2023Q3_day3,reaction days,0.397218635,2026-04-30 38:31:0
2023Q3_day3,cortex sentiment,0.154786072,2026-04-30 38:31:0
2023Q3_day3,earnings surprise pct,1.165482873,2026-04-30 38:31:0
2023Q3_day3,actual eps,0.144612341,2026-04-30 38:31:0
2023Q3_day3,operating margin,-0.094922535,2026-04-30 38:31:0
2023Q3_day3,guidance surprise pct,1.52785862,2026-04-30 38:31:0
2023Q3_day3,guidance eps,0.885030148,2026-04-30 38:31:0
2023Q3_day3,china rev yoy,0.695798862,2026-04-30 38:31:0
2023Q3_day3,revenue qoq,0.117995352,2026-04-30 38:31:0
2023Q3_day3,beta sp500,0.057614735,2026-04-30 38:31:0
2023Q3_day3,beta sp500 it,-0.092734939,2026-04-30 38:31:0
2023Q3_day3,beta nasdaq,0.040062271,2026-04-30 38:31:0
2023Q3_day3,cadence return 30d,-0.045740951,2026-04-30 38:31:0
2023Q3_day3,siemens return 30d,0.212432603,2026-04-30 38:31:0
2023Q3_day3,vix,0.078351158,2026-04-30 38:31:0
2023Q3_day3,vix change 30d,-0.79299473,2026-04-30 38:31:0
2023Q3_day3,high volatility,-1.065616477,2026-04-30 38:31:0
2023Q3_day3,cpi,-0.550861612,2026-04-30 38:31:0
2023Q3_day3,unemployment rate,0.152397398,2026-04-30 38:31:0
2023Q3_day3,analyst sentiment score,-1.162019964,2026-04-30 38:31:0
2023Q3_day3,analyst consensus strength,-0.645867178,2026-04-30 38:31:0
2023Q3_day3,analyst bullish ratio,0.116573581,2026-04-30 38:31:0
2023Q3_day4,analyst bearish ratio,0.747899855,2026-04-30 38:31:0
2023Q3_day4,analyst coverage,-0.001821273,2026-04-30 38:31:0
2023Q3_day4,analyst rating momentum,0.251547232,2026-04-30 38:31:0
2023Q3_day4,analyst positive momentum,0.024548808,2026-04-30 38:31:0
2023Q3_day4,analyst price target upside,0.130222069,2026-04-30 38:31:0
2023Q3_day4,reaction days,0.333815297,2026-04-30 38:31:0
2023Q3_day4,cortex sentiment,-0.674164727,2026-04-30 38:31:0
2023Q3_day4,earnings surprise pct,0.960435388,2026-04-30 38:31:0
2023Q3_day4,actual eps,0.993018684,2026-04-30 38:31:0
2023Q3_day4,operating margin,-0.200427136,2026-04-30 38:31:0
2023Q3_day4,guidance surprise pct,1.39522541,2026-04-30 38:31:0
2023Q3_day4,guidance eps,0.695024146,2026-04-30 38:31:0
2023Q3_day4,china rev yoy,-0.226723548,2026-04-30 38:31:0
2023Q3_day4,revenue qoq,0.160952953,2026-04-30 38:31:0
2023Q3_day4,beta sp500,-0.269540395,2026-04-30 38:31:0
2023Q3_day4,beta sp500 it,0.008454347,2026-04-30 38:31:0
2023Q3_day4,beta nasdaq,-0.002735699,2026-04-30 38:31:0
2023Q3_day4,cadence return 30d,0.32576867,2026-04-30 38:31:0
2023Q3_day4,siemens return 30d,0.14240947,2026-04-30 38:31:0
2023Q3_day4,vix,-0.412513479,2026-04-30 38:31:0
2023Q3_day4,vix change 30d,0.00888315,2026-04-30 38:31:0
2023Q3_day4,high volatility,0.295103775,2026-04-30 38:31:0
2023Q3_day4,cpi,0.167343092,2026-04-30 38:31:0
2023Q3_day4,unemployment rate,0.003105786,2026-04-30 38:31:0
2023Q3_day4,analyst sentiment score,-1.287101739,2026-04-30 38:31:0
2023Q3_day4,analyst consensus strength,-0.319534099,2026-04-30 38:31:0
2023Q3_day4,analyst bullish ratio,-0.091567411,2026-04-30 38:31:0
2023Q3_day5,analyst bearish ratio,-0.182853661,2026-04-30 38:31:0
2023Q3_day5,analyst coverage,-0.056091391,2026-04-30 38:31:0
2023Q3_day5,analyst rating momentum,0.016994977,2026-04-30 38:31:0
2023Q3_day5,analyst positive momentum,0.158907826,2026-04-30 38:31:0
2023Q3_day5,analyst price target upside,0.135900244,2026-04-30 38:31:0
2023Q3_day5,reaction days,0.247300329,2026-04-30 38:31:0
2023Q3_day5,cortex sentiment,-0.461315351,2026-04-30 38:31:0
2023Q3_day5,earnings surprise pct,-0.38527994,2026-04-30 38:31:0
2023Q3_day5,actual eps,0.236398764,2026-04-30 38:31:0
2023Q3_day5,operating margin,-0.043226267,2026-04-30 38:31:0
2023Q3_day5,guidance surprise pct,0.074183154,2026-04-30 38:31:0
2023Q3_day5,guidance eps,1.159957238,2026-04-30 38:31:0
2023Q3_day5,china rev yoy,0.45922525,2026-04-30 38:31:0
2023Q3_day5,revenue qoq,0.365628556,2026-04-30 38:31:0
2023Q3_day5,beta sp500,-0.064032861,2026-04-30 38:31:0
2023Q3_day5,beta sp500 it,0.447217841,2026-04-30 38:31:0
2023Q3_day5,beta nasdaq,0.044600237,2026-04-30 38:31:0
2023Q3_day5,cadence return 30d,-0.101125791,2026-04-30 38:31:0
2023Q3_day5,siemens return 30d,-0.184020799,2026-04-30 38:31:0
2023Q3_day5,vix,-0.551234843,2026-04-30 38:31:0
2023Q3_day5,vix change 30d,-0.594088409,2026-04-30 38:31:0
2023Q3_day5,high volatility,-0.314791889,2026-04-30 38:31:0
2023Q3_day5,cpi,0.048172194,2026-04-30 38:31:0
2023Q3_day5,unemployment rate,0.000913806,2026-04-30 38:31:0
2023Q3_day5,analyst sentiment score,-0.237837098,2026-04-30 38:31:0
2023Q3_day5,analyst consensus strength,0.357193882,2026-04-30 38:31:0
2023Q3_day5,analyst bullish ratio,0.284866241,2026-04-30 38:31:0
2023Q3_day6,analyst bearish ratio,-0.445469391,2026-04-30 38:31:0
2023Q3_day6,analyst coverage,-0.76617634,2026-04-30 38:31:0
2023Q3_day6,analyst rating momentum,0.280295973,2026-04-30 38:31:0
2023Q3_day6,analyst positive momentum,-0.41006361,2026-04-30 38:31:0
2023Q3_day6,analyst price target upside,0.10504692,2026-04-30 38:31:0
2023Q3_day6,reaction days,-0.084022605,2026-04-30 38:31:0
2023Q3_day6,cortex sentiment,-1.581188263,2026-04-30 38:31:0
2023Q3_day6,earnings surprise pct,1.124877637,2026-04-30 38:31:0
2023Q3_day6,actual eps,1.255493096,2026-04-30 38:31:0
2023Q3_day6,operating margin,-0.17295312,2026-04-30 38:31:0
2023Q3_day6,guidance surprise pct,-0.754625375,2026-04-30 38:31:0
2023Q3_day6,guidance eps,0.472253331,2026-04-30 38:31:0
2023Q3_day6,china rev yoy,0.117541202,2026-04-30 38:31:0
2023Q3_day6,revenue qoq,-0.443673471,2026-04-30 38:31:0
2023Q3_day6,beta sp500,0.055007976,2026-04-30 38:31:0
2023Q3_day6,beta sp500 it,-0.004592955,2026-04-30 38:31:0
2023Q3_day6,beta nasdaq,0.17378745,2026-04-30 38:31:0
2023Q3_day6,cadence return 30d,0.035874111,2026-04-30 38:31:0
2023Q3_day6,siemens return 30d,-0.291920682,2026-04-30 38:31:0
2023Q3_day6,vix,0.198285751,2026-04-30 38:31:0
2023Q3_day6,vix change 30d,-0.479264787,2026-04-30 38:31:0
2023Q3_day6,high volatility,-0.41365227,2026-04-30 38:31:0
2023Q3_day6,cpi,-0.279980388,2026-04-30 38:31:0
2023Q3_day6,unemployment rate,-0.132984675,2026-04-30 38:31:0
2023Q3_day6,analyst sentiment score,-1.030881628,2026-04-30 38:31:0
2023Q3_day6,analyst consensus strength,-0.051883818,2026-04-30 38:31:0
2023Q3_day6,analyst bullish ratio,0.513512544,2026-04-30 38:31:0
2023Q3_day7,analyst bearish ratio,-0.411570343,2026-04-30 38:31:0
2023Q3_day7,analyst coverage,-0.484068419,2026-04-30 38:31:0
2023Q3_day7,analyst rating momentum,0.441351098,2026-04-30 38:31:0
2023Q3_day7,analyst positive momentum,-0.062797103,2026-04-30 38:31:0
2023Q3_day7,analyst price target upside,0.016185452,2026-04-30 38:31:0
2023Q3_day7,reaction days,0.357980937,2026-04-30 38:31:0
2023Q3_day7,cortex sentiment,-0.863369324,2026-04-30 38:31:0
2023Q3_day7,earnings surprise pct,1.895605828,2026-04-30 38:31:0
2023Q3_day7,actual eps,1.206755523,2026-04-30 38:31:0
2023Q3_day7,operating margin,-0.146373422,2026-04-30 38:31:0
2023Q3_day7,guidance surprise pct,2.094384928,2026-04-30 38:31:0
2023Q3_day7,guidance eps,0.436571046,2026-04-30 38:31:0
2023Q3_day7,china rev yoy,0.222628612,2026-04-30 38:31:0
2023Q3_day7,revenue qoq,0.089787774,2026-04-30 38:31:0
2023Q3_day7,beta sp500,0.390522387,2026-04-30 38:31:0
2023Q3_day7,beta sp500 it,0.468453359,2026-04-30 38:31:0
2023Q3_day7,beta nasdaq,0.009601245,2026-04-30 38:31:0
2023Q3_day7,cadence return 30d,-0.226025361,2026-04-30 38:31:0
2023Q3_day7,siemens return 30d,0.137991643,2026-04-30 38:31:0
2023Q3_day7,vix,-0.738857685,2026-04-30 38:31:0
2023Q3_day7,vix change 30d,0.606693624,2026-04-30 38:31:0
2023Q3_day7,high volatility,-0.331732334,2026-04-30 38:31:0
2023Q3_day7,cpi,-0.109596465,2026-04-30 38:31:0
2023Q3_day7,unemployment rate,0.055404092,2026-04-30 38:31:0
2023Q3_day7,analyst sentiment score,-1.308275774,2026-04-30 38:31:0
2023Q3_day7,analyst consensus strength,-0.291484212,2026-04-30 38:31:0
2023Q3_day7,analyst bullish ratio,0.360124172,2026-04-30 38:31:0
2023Q3_day8,analyst bearish ratio,-0.197068284,2026-04-30 38:31:0
2023Q3_day8,analyst coverage,-0.314073295,2026-04-30 38:31:0
2023Q3_day8,analyst rating momentum,0.160995826,2026-04-30 38:31:0
2023Q3_day8,analyst positive momentum,0.355711246,2026-04-30 38:31:0
2023Q3_day8,analyst price target upside,0.293790662,2026-04-30 38:31:0
2023Q3_day8,reaction days,0.349209537,2026-04-30 38:31:0
2023Q3_day8,cortex sentiment,-0.954077053,2026-04-30 38:31:0
2023Q3_day8,earnings surprise pct,-0.0530864,2026-04-30 38:31:0
2023Q3_day8,actual eps,1.700800191,2026-04-30 38:31:0
2023Q3_day8,operating margin,-0.096803952,2026-04-30 38:31:0
2023Q3_day8,guidance surprise pct,0.64950019,2026-04-30 38:31:0
2023Q3_day8,guidance eps,1.596916485,2026-04-30 38:31:0
2023Q3_day8,china rev yoy,0.166869003,2026-04-30 38:31:0
2023Q3_day8,revenue qoq,0.136766332,2026-04-30 38:31:0
2023Q3_day8,beta sp500,0.649500703,2026-04-30 38:31:0
2023Q3_day8,beta sp500 it,-0.193055469,2026-04-30 38:31:0
2023Q3_day8,beta nasdaq,0.278352038,2026-04-30 38:31:0
2023Q3_day8,cadence return 30d,0.017103937,2026-04-30 38:31:0
2023Q3_day8,siemens return 30d,0.080577684,2026-04-30 38:31:0
2023Q3_day8,vix,0.364234213,2026-04-30 38:31:0
2023Q3_day8,vix change 30d,-0.146082122,2026-04-30 38:31:0
2023Q3_day8,high volatility,-0.13085196,2026-04-30 38:31:0
2023Q3_day8,cpi,0.321752201,2026-04-30 38:31:0
2023Q3_day8,unemployment rate,-0.109485819,2026-04-30 38:31:0
2023Q3_day8,analyst sentiment score,-1.0035258,2026-04-30 38:31:0
2023Q3_day8,analyst consensus strength,-0.313442758,2026-04-30 38:31:0
2023Q3_day8,analyst bullish ratio,-0.589906977,2026-04-30 38:31:0
2023Q3_day9,analyst bearish ratio,0.616862139,2026-04-30 38:31:0
2023Q3_day9,analyst coverage,-0.33096251,2026-04-30 38:31:0
2023Q3_day9,analyst rating momentum,-0.066376087,2026-04-30 38:31:0
2023Q3_day9,analyst positive momentum,-0.08304399,2026-04-30 38:31:0
2023Q3_day9,analyst price target upside,0.21148134,2026-04-30 38:31:0
2023Q3_day9,reaction days,0.313147443,2026-04-30 38:31:0
2023Q3_day9,cortex sentiment,0.016284093,2026-04-30 38:31:0
2023Q3_day9,earnings surprise pct,0.450153537,2026-04-30 38:31:0
2023Q3_day9,actual eps,0.699726972,2026-04-30 38:31:0
2023Q3_day9,operating margin,0.084773985,2026-04-30 38:31:0
2023Q3_day9,guidance surprise pct,0.650785324,2026-04-30 38:31:0
2023Q3_day9,guidance eps,1.764407346,2026-04-30 38:31:0
2023Q3_day9,china rev yoy,0.147292485,2026-04-30 38:31:0
2023Q3_day9,revenue qoq,0.220463336,2026-04-30 38:31:0
2023Q3_day9,beta sp500,0.198864381,2026-04-30 38:31:0
2023Q3_day9,beta sp500 it,0.352042157,2026-04-30 38:31:0
2023Q3_day9,beta nasdaq,0.054306468,2026-04-30 38:31:0
2023Q3_day9,cadence return 30d,-0.389049584,2026-04-30 38:31:0
2023Q3_day9,siemens return 30d,0.119906386,2026-04-30 38:31:0
2023Q3_day9,vix,-0.725678447,2026-04-30 38:31:0
2023Q3_day9,vix change 30d,-0.664308341,2026-04-30 38:31:0
2023Q3_day9,high volatility,-0.106817991,2026-04-30 38:31:0
2023Q3_day9,cpi,0.371484921,2026-04-30 38:31:0
2023Q3_day9,unemployment rate,0.006381473,2026-04-30 38:31:0
2023Q3_day9,analyst sentiment score,-0.314700192,2026-04-30 38:31:0
2023Q3_day9,analyst consensus strength,0.510664483,2026-04-30 38:31:0
2023Q3_day9,analyst bullish ratio,0.072225954,2026-04-30 38:31:0
2023Q3_day10,analyst bearish ratio,0.780504934,2026-04-30 38:31:0
2023Q3_day10,analyst coverage,0.169652894,2026-04-30 38:31:0
2023Q3_day10,analyst rating momentum,-0.528228828,2026-04-30 38:31:0
2023Q3_day10,analyst positive momentum,0.226002486,2026-04-30 38:31:0
2023Q3_day10,analyst price target upside,0.226231677,2026-04-30 38:31:0
2023Q3_day10,reaction days,0.407950551,2026-04-30 38:31:0
2023Q3_day10,cortex sentiment,-0.096091189,2026-04-30 38:31:0
2023Q3_day10,earnings surprise pct,0.71692641,2026-04-30 38:31:0
2023Q3_day10,actual eps,0.065421058,2026-04-30 38:31:0
2023Q3_day10,operating margin,-0.062706977,2026-04-30 38:31:0
2023Q3_day10,guidance surprise pct,0.289687727,2026-04-30 38:31:0
2023Q3_day10,guidance eps,0.45168593,2026-04-30 38:31:0
2023Q3_day10,china rev yoy,0.176573521,2026-04-30 38:31:0
2023Q3_day10,revenue qoq,0.500971351,2026-04-30 38:31:0
2023Q3_day10,beta sp500,0.118401459,2026-04-30 38:31:0
2023Q3_day10,beta sp500 it,-0.358764919,2026-04-30 38:31:0
2023Q3_day10,beta nasdaq,0.1333808,2026-04-30 38:31:0
2023Q3_day10,cadence return 30d,0.358989446,2026-04-30 38:31:0
2023Q3_day10,siemens return 30d,-0.182934871,2026-04-30 38:31:0
2023Q3_day10,vix,-0.467008583,2026-04-30 38:31:0
2023Q3_day10,vix change 30d,-0.392655903,2026-04-30 38:31:0
2023Q3_day10,high volatility,-0.792449157,2026-04-30 38:31:0
2023Q3_day10,cpi,0.19448413,2026-04-30 38:31:0
2023Q3_day10,unemployment rate,-0.036284445,2026-04-30 38:31:0
2023Q3_day10,analyst sentiment score,-0.248280534,2026-04-30 38:31:0
2023Q3_day10,analyst consensus strength,-0.266247653,2026-04-30 38:31:0
2023Q3_day10,analyst bullish ratio,-0.13123749,2026-04-30 38:31:0
2023Q4_day1,analyst bearish ratio,0.216714407,2026-04-30 38:31:0
2023Q4_day1,analyst coverage,-0.111849946,2026-04-30 38:31:0
2023Q4_day1,analyst rating momentum,0.518089155,2026-04-30 38:31:0
2023Q4_day1,analyst positive momentum,-0.119890856,2026-04-30 38:31:0
2023Q4_day1,analyst price target upside,0.194936945,2026-04-30 38:31:0
2023Q4_day1,reaction days,0.336518166,2026-04-30 38:31:0
2023Q4_day1,cortex sentiment,-1.35101944,2026-04-30 38:31:0
2023Q4_day1,earnings surprise pct,-0.256485287,2026-04-30 38:31:0
2023Q4_day1,actual eps,-0.115393789,2026-04-30 38:31:0
2023Q4_day1,operating margin,0.378775231,2026-04-30 38:31:0
2023Q4_day1,guidance surprise pct,0.468885112,2026-04-30 38:31:0
2023Q4_day1,guidance eps,2.334919571,2026-04-30 38:31:0
2023Q4_day1,china rev yoy,-0.16927428,2026-04-30 38:31:0
2023Q4_day1,revenue qoq,0.055365391,2026-04-30 38:31:0
2023Q4_day1,beta sp500,0.462632986,2026-04-30 38:31:0
2023Q4_day1,beta sp500 it,0.601827866,2026-04-30 38:31:0
2023Q4_day1,beta nasdaq,0.618451073,2026-04-30 38:31:0
2023Q4_day1,cadence return 30d,0.362509869,2026-04-30 38:31:0
2023Q4_day1,siemens return 30d,0.307218758,2026-04-30 38:31:0
2023Q4_day1,vix,-0.103736525,2026-04-30 38:31:0
2023Q4_day1,vix change 30d,-0.010819462,2026-04-30 38:31:0
2023Q4_day1,high volatility,-0.675592858,2026-04-30 38:31:0
2023Q4_day1,cpi,-0.245459665,2026-04-30 38:31:0
2023Q4_day1,unemployment rate,-0.001012337,2026-04-30 38:31:0
2023Q4_day1,analyst sentiment score,-0.602110774,2026-04-30 38:31:0
2023Q4_day1,analyst consensus strength,-0.135968415,2026-04-30 38:31:0
2023Q4_day1,analyst bullish ratio,0.208916234,2026-04-30 38:31:0
2023Q4_day2,analyst bearish ratio,0.286591563,2026-04-30 38:31:0
2023Q4_day2,analyst coverage,0.026522066,2026-04-30 38:31:0
2023Q4_day2,analyst rating momentum,0.443259024,2026-04-30 38:31:0
2023Q4_day2,analyst positive momentum,-0.342506734,2026-04-30 38:31:0
2023Q4_day2,analyst price target upside,0.111268108,2026-04-30 38:31:0
2023Q4_day2,reaction days,0.006635536,2026-04-30 38:31:0
2023Q4_day2,cortex sentiment,-1.61992197,2026-04-30 38:31:0
2023Q4_day2,earnings surprise pct,0.750391588,2026-04-30 38:31:0
2023Q4_day2,actual eps,0.726951495,2026-04-30 38:31:0
2023Q4_day2,operating margin,0.454034923,2026-04-30 38:31:0
2023Q4_day2,guidance surprise pct,1.178487011,2026-04-30 38:31:0
2023Q4_day2,guidance eps,0.185487905,2026-04-30 38:31:0
2023Q4_day2,china rev yoy,0.55622777,2026-04-30 38:31:0
2023Q4_day2,revenue qoq,0.366310109,2026-04-30 38:31:0
2023Q4_day2,beta sp500,0.174629311,2026-04-30 38:31:0
2023Q4_day2,beta sp500 it,-0.06794523,2026-04-30 38:31:0
2023Q4_day2,beta nasdaq,-0.287831771,2026-04-30 38:31:0
2023Q4_day2,cadence return 30d,-0.111662033,2026-04-30 38:31:0
2023Q4_day2,siemens return 30d,0.326624586,2026-04-30 38:31:0
2023Q4_day2,vix,0.542293153,2026-04-30 38:31:0
2023Q4_day2,vix change 30d,0.371621764,2026-04-30 38:31:0
2023Q4_day2,high volatility,-0.644424711,2026-04-30 38:31:0
2023Q4_day2,cpi,-0.33588523,2026-04-30 38:31:0
2023Q4_day2,unemployment rate,0.042265874,2026-04-30 38:31:0
2023Q4_day2,analyst sentiment score,-1.561063619,2026-04-30 38:31:0
2023Q4_day2,analyst consensus strength,0.096950314,2026-04-30 38:31:0
2023Q4_day2,analyst bullish ratio,-0.044280776,2026-04-30 38:31:0
2023Q4_day3,analyst bearish ratio,-0.139810951,2026-04-30 38:31:0
2023Q4_day3,analyst coverage,-0.47841092,2026-04-30 38:31:0
2023Q4_day3,analyst rating momentum,0.154080032,2026-04-30 38:31:0
2023Q4_day3,analyst positive momentum,-0.159810252,2026-04-30 38:31:0
2023Q4_day3,analyst price target upside,-0.083983367,2026-04-30 38:31:0
2023Q4_day3,reaction days,-0.424452443,2026-04-30 38:31:0
2023Q4_day3,cortex sentiment,-0.516508943,2026-04-30 38:31:0
2023Q4_day3,earnings surprise pct,1.863350958,2026-04-30 38:31:0
2023Q4_day3,actual eps,1.796755529,2026-04-30 38:31:0
2023Q4_day3,operating margin,-0.137128877,2026-04-30 38:31:0
2023Q4_day3,guidance surprise pct,0.438672764,2026-04-30 38:31:0
2023Q4_day3,guidance eps,1.081264554,2026-04-30 38:31:0
2023Q4_day3,china rev yoy,-0.299515632,2026-04-30 38:31:0
2023Q4_day3,revenue qoq,0.09053757,2026-04-30 38:31:0
2023Q4_day3,beta sp500,0.229824084,2026-04-30 38:31:0
2023Q4_day3,beta sp500 it,0.368079967,2026-04-30 38:31:0
2023Q4_day3,beta nasdaq,-0.030046223,2026-04-30 38:31:0
2023Q4_day3,cadence return 30d,-0.061102125,2026-04-30 38:31:0
2023Q4_day3,siemens return 30d,-0.263394776,2026-04-30 38:31:0
2023Q4_day3,vix,-0.813440177,2026-04-30 38:31:0
2023Q4_day3,vix change 30d,-0.513239446,2026-04-30 38:31:0
2023Q4_day3,high volatility,-0.216317247,2026-04-30 38:31:0
2023Q4_day3,cpi,0.274075388,2026-04-30 38:31:0
2023Q4_day3,unemployment rate,-0.240953685,2026-04-30 38:31:0
2023Q4_day3,analyst sentiment score,0.395613141,2026-04-30 38:31:0
2023Q4_day3,analyst consensus strength,-0.08133708,2026-04-30 38:31:0
2023Q4_day3,analyst bullish ratio,-0.006410188,2026-04-30 38:31:0
2023Q4_day4,analyst bearish ratio,-0.224163504,2026-04-30 38:31:0
2023Q4_day4,analyst coverage,-0.727272078,2026-04-30 38:31:0
2023Q4_day4,analyst rating momentum,0.265213619,2026-04-30 38:31:0
2023Q4_day4,analyst positive momentum,0.221053169,2026-04-30 38:31:0
2023Q4_day4,analyst price target upside,0.093734489,2026-04-30 38:31:0
2023Q4_day4,reaction days,0.163398143,2026-04-30 38:31:0
2023Q4_day4,cortex sentiment,-0.190436469,2026-04-30 38:31:0
2023Q4_day4,earnings surprise pct,-0.137527514,2026-04-30 38:31:0
2023Q4_day4,actual eps,0.482568394,2026-04-30 38:31:0
2023Q4_day4,operating margin,0.238279404,2026-04-30 38:31:0
2023Q4_day4,guidance surprise pct,0.047426346,2026-04-30 38:31:0
